listing_id,listing_name,listing_type,room_type,cover_photo_url,photos_count,host_id,host_name,cohost_ids,cohost_names,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,professional_management,min_nights,cancellation_policy,currency,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue,ttm_revenue_native,ttm_avg_rate,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar,ttm_revpar_native,ttm_adjusted_revpar,ttm_adjusted_revpar_native,ttm_reserved_days,ttm_blocked_days,ttm_available_days,ttm_total_days,l90d_revenue,l90d_revenue_native,l90d_avg_rate,l90d_avg_rate_native,l90d_occupancy,l90d_adjusted_occupancy,l90d_revpar,l90d_revpar_native,l90d_adjusted_revpar,l90d_adjusted_revpar_native,l90d_reserved_days,l90d_blocked_days,l90d_available_days,l90d_total_days
33026502,S Samra 2 bedroom Apt fully furnished & serviced,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/610d1ff6-c8d8-45a8-9ea6-8f96162024d8.jpg,34,35945714,Samra Apartments,"261943191,581235022","Sulieman,Anthony",false,-1.2949,36.7954,4,2,3,1.5,false,"Stove,TV,Smoke alarm,Wifi,Fire extinguisher,Kitchen,Essentials,Long term stays allowed,Free parking on premises,Lock on bedroom door,Hangers,Hot water,Iron,Dedicated workspace,Bed linens,Free street parking,Private entrance,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven",true,false,1,Moderate,KES,0,0,38,4.84,4.9,5.0,4.8,5.0,4.9,4.7,3247.0,420233.0,42.1,5434.1,0.211,0.259,8.9,1151.3,10.9,1414.9,77,68,288,365,1368.0,176757.0,47.1,6087.0,0.322,0.326,15.2,1964.0,15.4,1986.0,29,1,61,90
33027289,C6 Samra 1 bedroom Apt fully furnished serviced,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/80642c6e-f124-4dd9-8e0d-29bf171306a4.jpg,28,35945714,Samra Apartments,"","",false,-1.2945,36.7965,2,1,1,1.0,false,"TV,Wifi,Crib,Kitchen,Free parking on premises,Hot water,Bed linens,Free street parking,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Smoke alarm,Fire extinguisher,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Iron,Dedicated workspace,Private entrance",true,,1,Moderate,KES,0,0,58,4.74,4.8,4.9,4.7,4.8,4.8,4.8,1492.0,193293.0,32.1,4145.1,0.132,0.267,4.1,529.6,8.3,1073.8,48,185,317,365,0.0,0.0,36.5,4718.9,0.0,0.0,0.0,0.0,0.0,0.0,0,90,90,90
33027529,Y Samra 1 bedroom apartment  furnished & serviced,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/43a2c8f3-232e-487f-8ece-21d986c73af0.jpg,31,35945714,Samra Apartments,"","",false,-1.2945,36.7950,2,1,1,1.0,false,"Stove,TV,Smoke alarm,Wifi,Fire extinguisher,Kitchen,Essentials,Long term stays allowed,Free parking on premises,Lock on bedroom door,Hangers,Hot water,Iron,Dedicated workspace,Bed linens,Private entrance,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven",true,,1,Moderate,KES,0,0,20,4.85,4.8,4.8,5.0,5.0,5.0,4.8,2024.0,262215.0,33.7,4351.5,0.17,0.315,5.5,718.4,10.3,1331.0,62,168,303,365,0.0,0.0,32.3,4174.9,0.0,0.0,0.0,0.0,0.0,0.0,0,80,90,90
33033391,A1 Samra 2 bedroom Apt fully furnished & serviced,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/96e0cb75-ec13-4323-8298-cd67edcfbbd2.jpg,33,35945714,Samra Apartments,"261943191,581235022","Sulieman,Anthony",false,-1.2930,36.7953,4,2,2,1.5,false,"Stove,TV,Smoke alarm,Wifi,Patio or balcony,Fire extinguisher,Crib,Kitchen,Essentials,Long term stays allowed,Free parking on premises,Lock on bedroom door,Hangers,Hot water,Iron,Dedicated workspace,Bed linens,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven",true,,1,Moderate,KES,0,0,10,4.5,4.9,5.0,4.5,4.6,5.0,5.0,706.0,91218.0,48.4,6258.2,0.041,0.045,1.9,249.9,2.1,274.8,15,33,350,365,511.0,66023.0,47.0,6074.2,0.122,0.0,5.7,733.6,0.0,0.0,11,0,79,90
33034007,A3 Samra 2 bedroom Apt fully furnished serviced,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/fecc6d59-3acc-45ac-ad85-df90ac11f5ba.jpg,37,35945714,Samra Apartments,"261943191,581235022","Sulieman,Anthony",false,-1.2950,36.7967,4,2,2,1.5,false,"TV,Wifi,Crib,Kitchen,Free parking on premises,Bed linens,Free street parking,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Smoke alarm,Patio or balcony,Fire extinguisher,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Iron,Dedicated workspace,Private entrance",true,,1,Moderate,KES,0,0,23,4.7,4.9,4.9,4.8,4.9,5.0,4.8,709.0,91647.0,44.1,5698.9,0.044,0.052,1.9,251.1,2.3,299.5,16,59,349,365,575.0,74293.0,46.1,5950.6,0.144,0.153,6.4,825.5,6.8,874.0,13,5,77,90
33036168,G Samra 3 bedroom Apt fully furnished serviced,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/6f71bcd8-4bad-41bd-94a6-1011dd7a15cf.jpg,40,35945714,Samra Apartments,"261943191,581235022","Sulieman,Anthony",false,-1.2950,36.7954,5,3,3,1.5,false,"TV,Wifi,Crib,Kitchen,Free parking on premises,Hot water,Bed linens,Free street parking,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Smoke alarm,Patio or balcony,Fire extinguisher,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Iron,Dedicated workspace,Private entrance,Bathtub",true,false,1,Moderate,KES,3,0,43,4.79,4.9,4.9,4.8,4.9,4.9,4.8,4338.0,560458.0,43.8,5660.7,0.282,0.35,11.9,1535.5,14.8,1906.3,103,71,262,365,240.0,31009.0,49.2,6359.7,0.056,0.161,2.7,344.5,7.7,1000.3,5,59,85,90
33036430,I  Samra 3 bedroom Apt fully furnished & serviced,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/85366539-6cbc-49cf-83da-9a038340752c.jpg,33,35945714,Samra Apartments,"261943191,581235022","Sulieman,Anthony",false,-1.2950,36.7953,5,3,3,1.5,false,"TV,Wifi,Crib,Kitchen,Free parking on premises,Hot water,Bed linens,Free street parking,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Smoke alarm,Patio or balcony,Fire extinguisher,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Iron,Dedicated workspace,Private entrance,Bathtub",true,,1,Moderate,KES,0,0,31,4.52,4.8,4.8,4.7,4.7,4.8,4.7,3306.0,427161.0,41.4,5350.9,0.211,0.238,9.1,1170.3,10.2,1318.4,77,41,288,365,646.0,83464.0,39.6,5116.4,0.178,0.205,7.2,927.4,8.3,1070.1,16,12,74,90
33036710,T Samra 2 bedroom Apt fully furnished serviced,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/75ac9984-4dcb-4f17-9ba3-c977737a5a31.jpg,37,35945714,Samra Apartments,"261943191,581235022","Sulieman,Anthony",false,-1.2931,36.7971,4,2,3,1.5,false,"TV,Smoke alarm,Wifi,Patio or balcony,Fire extinguisher,Kitchen,Essentials,Long term stays allowed,Free parking on premises,Lock on bedroom door,Hangers,Iron,Dedicated workspace,Bed linens,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven",true,false,1,Moderate,KES,3,0,28,4.79,4.8,4.9,4.8,4.9,4.8,4.8,6885.0,890080.0,44.6,5763.6,0.425,0.471,18.9,2438.6,20.9,2705.4,155,36,210,365,2590.0,334632.0,43.2,5587.3,0.689,0.0,28.8,3718.1,0.0,0.0,62,0,28,90
33036950,C Samra 3 bedroom Apt fully furnished & serviced,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/40bfa8bd-bc99-4880-8d59-1aa02cbd414e.jpg,40,35945714,Samra Apartments,"261943191,514955969,581235022","Sulieman,Debbie,Anthony",false,-1.2944,36.7971,5,3,4,1.5,false,"TV,Wifi,Crib,Kitchen,Free parking on premises,Hot water,Bed linens,Free street parking,Microwave,Indoor fireplace,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,Patio or balcony,Fire extinguisher,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Private entrance,Bathtub",true,false,1,Moderate,KES,0,0,41,4.78,4.8,4.8,4.8,4.8,4.7,4.8,4406.0,569559.0,43.3,5594.8,0.26,0.309,12.1,1560.4,14.4,1855.2,95,58,270,365,2453.0,316941.0,48.2,6232.0,0.567,0.0,27.3,3521.6,0.0,0.0,51,0,39,90
33037110,B1  1 bedroom Apt fully furnished & serviced,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/f5bf45d8-d9c3-4360-93b3-55773dc09824.jpg,42,35945714,Samra Apartments,"261943191,514955969,581235022","Sulieman,Debbie,Anthony",false,-1.2945,36.7949,2,1,1,1.0,false,"Stove,TV,Smoke alarm,Wifi,Fire extinguisher,Crib,Kitchen,Essentials,Long term stays allowed,Free parking on premises,Lock on bedroom door,Hangers,Hot water,Iron,Dedicated workspace,Bed linens,Private entrance,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven",true,,1,Moderate,KES,0,0,31,4.65,4.8,5.0,4.8,4.9,4.8,4.7,360.0,46613.0,31.3,4050.6,0.03,0.036,1.0,127.7,1.2,152.8,11,60,354,365,0.0,0.0,35.3,4555.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
33037287,A4 Samra 2 bedroom Apt fully furnished & serviced,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/a591741d-dce7-4131-9c66-a8972267df71.jpg,44,35945714,Samra Apartments,"261943191,581235022","Sulieman,Anthony",false,-1.2936,36.7972,4,2,2,1.5,false,"TV,Wifi,Crib,Kitchen,Free parking on premises,Hot water,Bed linens,Free street parking,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Smoke alarm,Patio or balcony,Fire extinguisher,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Iron,Dedicated workspace",true,false,1,Moderate,KES,3,0,38,4.84,4.8,4.9,5.0,4.9,4.8,4.9,2087.0,269777.0,44.6,5758.5,0.126,0.136,5.7,739.1,6.2,798.2,46,27,319,365,1566.0,202336.0,44.0,5686.4,0.378,0.54,17.4,2248.2,24.9,3211.7,34,27,56,90
33037601,R Samra 2 bedroom Apt fully furnished & serviced,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/039ac39c-5c80-4ca8-a27e-72c8024f7269.jpg,37,35945714,Samra Apartments,"261943191,581235022","Sulieman,Anthony",false,-1.2948,36.7964,4,2,3,1.5,false,"TV,Cable TV,Wifi,Crib,Free parking on premises,Hot water,Bed linens,Free street parking,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Smoke alarm,Patio or balcony,Fire extinguisher,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Iron,Dedicated workspace,Private entrance",true,false,1,Moderate,KES,0,0,22,4.68,4.9,4.8,5.0,4.8,4.8,5.0,4451.0,575220.0,74.0,9552.7,0.195,0.241,12.2,1575.9,15.1,1956.5,71,71,294,365,942.0,121709.0,43.7,5646.2,0.244,0.5,10.5,1352.3,21.4,2766.1,22,46,68,90
33068974,B Samra 2 bedroom Apt fully furnish & serviced,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/a4fd49b3-d3dd-4ac6-b2bc-2f28049bb667.jpg,35,35945714,Samra Apartments,"261943191,581235022","Sulieman,Anthony",false,-1.2936,36.7971,3,2,2,1.0,false,"Stove,TV,Smoke alarm,Wifi,Fire extinguisher,Crib,Kitchen,Essentials,Long term stays allowed,Free parking on premises,Lock on bedroom door,Hangers,Iron,Dedicated workspace,Bed linens,Free street parking,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven",true,false,1,Moderate,KES,0,0,8,4.75,4.8,5.0,5.0,5.0,4.9,4.9,644.0,83091.0,32.6,4215.2,0.052,0.097,1.8,227.6,3.3,423.9,19,169,346,365,235.0,30363.0,34.3,4433.1,0.078,0.269,2.6,337.4,9.0,1167.8,7,64,83,90
33162454,K Samra 3 bedroom Apt Fully furnished & Serviced,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/9c62a4d3-092d-4e61-b8b7-d15ccf1bfefe.jpg,47,35945714,Samra Apartments,"261943191,581235022","Sulieman,Anthony",false,-1.2950,36.7959,5,3,3,1.5,false,"TV,Smoke alarm,Wifi,Patio or balcony,Fire extinguisher,Crib,Essentials,Long term stays allowed,Free parking on premises,Lock on bedroom door,Hangers,Hot water,Iron,Dedicated workspace,Bed linens,Private entrance,Microwave,Bathtub,Dishes and silverware",true,false,1,Moderate,KES,0,0,41,4.68,4.8,5.0,4.9,4.9,4.9,4.8,4297.0,554787.0,46.3,5982.6,0.263,0.329,11.8,1520.0,14.7,1900.0,96,73,269,365,687.0,88762.0,55.3,7140.6,0.144,0.765,7.6,986.2,40.4,5221.3,13,73,77,90
33204777,W Place Close Westlands,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-33204777/original/90ddb044-3512-4e08-b566-9c415eb1da1b.jpeg,38,35617137,Brian,"248850542,480735841","Patricia,Wanjiku",false,-1.2673,36.8065,2,1,1,1.5,false,"TV,Blender,Wifi,Kitchen,Free parking on premises,Hot water kettle,Hot water,Gym,Body soap,Elevator,Trash compactor,Extra pillows and blankets,Free street parking,Outdoor furniture,Microwave,Coffee maker,Refrigerator,Drying rack for clothing,Dishes and silverware,Cooking basics,Oven,Coffee,Stove,Wine glasses,Washer,Dryer,Smoke alarm,Shower gel,Carbon monoxide alarm,Patio or balcony,First aid kit,Fire extinguisher,Bidet,Shampoo,Lock on bedroom door,Hangers,Iron,Dedicated workspace,Toaster",false,false,1,Moderate,KES,0,0,77,4.87,4.9,4.9,4.8,5.0,4.9,4.9,4564.0,589056.0,42.7,5518.1,0.321,0.585,12.5,1613.9,22.8,2945.3,117,165,248,365,0.0,0.0,46.8,6049.6,0.0,0.0,0.0,0.0,0.0,0.0,0,90,90,90
33300588,The Nest in Karen,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-33300588/original/b832cc30-b873-426c-aa15-3126c56c2992.jpeg,20,185120026,Anne,"","",true,-1.3419,36.6952,2,1,1,1.0,false,"TV,Cable TV,Wifi,Kitchen,Free parking on premises,Portable fans,Smoking allowed,Hot water,Body soap,Breakfast,Conditioner,Bed linens,Extra pillows and blankets,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Clothing storage,Stove,Washer,Dryer,Smoke alarm,Shower gel,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Cleaning before checkout,Hangers,Hair dryer,Iron,Dedicated workspace,Private entrance",true,false,1,Flexible,KES,5,0,434,4.88,4.9,4.9,4.9,4.9,4.9,4.9,16089.0,2078366.0,80.7,10424.3,0.545,0.0,44.1,5694.2,0.0,0.0,199,0,166,365,3476.0,449113.0,83.7,10810.0,0.456,0.0,38.6,4990.1,0.0,0.0,41,0,49,90
33897934,Prime Living Two Bedroom @Church Road LeMac,Entire condo,entire_home,https://a0.muscache.com/im/pictures/84084301-8892-4690-899d-806c0782cefd.jpg,13,54823607,Prime Living Luxury,"","",true,-1.2630,36.7885,4,2,4,2.0,false,"TV,Wifi,Kitchen,Free parking on premises,Hot water kettle,Portable fans,Elevator,Laundromat nearby,Drying rack for clothing,Heating,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,First aid kit,Bidet,Essentials,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Crib,Pack ’n play/Travel crib,Room-darkening shades,Hot water,Mosquito net,Bed linens,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Luggage dropoff allowed,Long term stays allowed,Safe,Cleaning before checkout,Dining table,Bread maker,Toaster",false,,2,Strict,KES,50,0,3,5.0,5.0,4.7,5.0,5.0,5.0,5.0,1230.0,159148.0,90.3,11670.6,0.036,0.04,3.4,436.0,3.7,483.7,13,36,352,365,0.0,0.0,79.1,10222.7,0.0,0.0,0.0,0.0,0.0,0.0,0,36,90,90
34012509,Stylish Living BNB Furnished Apt Westlands Nairobi,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/49e329d8-499b-46ff-b9d5-8bd082c39d92.jpg,37,249570287,Lee,"","",false,-1.2706,36.8103,2,1,1,1.5,false,"TV,Wifi,Crib,Kitchen,Free parking on premises,Hot water kettle,Portable fans,Hot water,Gym,Mini fridge,Elevator,Bed linens,Extra pillows and blankets,Laundromat nearby,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Clothing storage,Stove,Wine glasses,Washer,Smoke alarm,Shower gel,Patio or balcony,First aid kit,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Cleaning before checkout,Hangers,Hair dryer,Iron,Dedicated workspace,Private entrance,Toaster",false,false,1,Moderate,KES,0,0,86,4.81,4.9,4.9,4.8,5.0,4.9,4.8,1368.0,176696.0,35.3,4564.0,0.11,0.0,3.7,484.1,0.0,0.0,40,0,325,365,344.0,44446.0,37.2,4802.1,0.111,0.0,3.8,493.8,0.0,0.0,10,0,80,90
34105685,"Haven: Serene, Secure, Garden access 1br guesthous",Entire guesthouse,entire_home,https://a0.muscache.com/im/pictures/8cfdd21e-de30-4e28-9576-a86b7be2245b.jpg,30,257530731,Naomi,257954615,Leah,false,-1.2341,36.8598,2,1,2,1.0,false,"TV,Cable TV,Wifi,Kitchen,Free parking on premises,Hot water kettle,Books and reading material,Gym,Resort access,Mini fridge,Free street parking,Laundromat nearby,Outdoor furniture,Drying rack for clothing,Coffee,Clothing storage,Wine glasses,Washer,First aid kit,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Private entrance,Bathtub,High chair,Children’s books and toys,Blender,Babysitter recommendations,Room-darkening shades,Children’s dinnerware,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,BBQ grill,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Safe,Cleaning before checkout,Dining table,Toaster",false,,2,Firm,KES,20,15,41,4.95,4.9,4.9,4.9,5.0,4.9,4.9,452.0,58363.0,24.4,3146.9,0.055,0.072,1.2,159.9,1.6,211.5,20,89,345,365,134.0,17312.0,26.4,3408.1,0.067,0.0,1.5,192.4,0.0,0.0,6,0,84,90
34107982,"Top Haven: Cozy, Modern, 1bedroom +  Garden access",Entire guesthouse,entire_home,https://a0.muscache.com/im/pictures/5fd3593f-4297-4bf3-ba7a-9777f18fbfcf.jpg,27,257530731,Naomi,257954615,Leah,false,-1.2341,36.8609,2,1,2,1.5,false,"TV,Wifi,Kitchen,Board games,Free parking on premises,Hot water kettle,Books and reading material,Gym,Resort access,Mini fridge,Laundromat nearby,Outdoor furniture,Cleaning products,Drying rack for clothing,Coffee,Clothing storage,Wine glasses,Washer,First aid kit,Essentials,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Private entrance,Children’s books and toys,Blender,Crib,Children’s dinnerware,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Toaster",false,false,2,Firm,KES,0,10,11,5.0,4.9,4.9,5.0,5.0,4.8,5.0,1284.0,165746.0,25.5,3297.1,0.142,0.149,3.5,454.1,3.7,473.6,52,15,313,365,393.0,50774.0,27.3,3525.7,0.156,0.0,4.4,564.2,0.0,0.0,14,0,76,90
34251626,Sinatra homes,Entire guesthouse,entire_home,https://a0.muscache.com/im/pictures/6428156d-6b3c-4311-8ca0-2dbe55ef7fc2.jpg,17,154085576,Robert,"","",false,-1.2318,36.7892,4,2,3,2.5,false,"TV,Cable TV,Blender,Wifi,Crib,Kitchen,Free parking on premises,Children’s dinnerware,Smoking allowed,Resort access,Mosquito net,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Drying rack for clothing,Dishes and silverware,Cooking basics,Oven,Wine glasses,Washer,Dryer,Single level home,Exercise equipment,Patio or balcony,First aid kit,Backyard,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Private entrance,Toaster,Baby bath",false,false,3,Flexible,KES,0,0,13,4.92,4.9,5.0,4.8,5.0,5.0,5.0,3463.0,447361.0,95.3,12310.3,0.101,0.123,9.5,1225.6,11.5,1491.2,37,65,328,365,1491.0,192642.0,100.0,12923.2,0.167,0.0,16.6,2140.5,0.0,0.0,15,0,75,90
34539707,Just Good Vibes,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/818a1c8f-9595-4321-89e3-e1a919384f5f.jpg,14,260648246,Sarah,"","",false,-1.2786,36.8296,2,,1,0.0,false,"TV,Wifi,Essentials,Hot water kettle,Lock on bedroom door,Smoking allowed,Hangers,Iron,Dedicated workspace,Mosquito net,Freezer,Elevator,Microwave,Refrigerator,Dishes and silverware,Cooking basics",true,,1,Flexible,KES,0,0,58,4.71,4.8,4.9,4.7,4.9,4.6,4.7,2015.0,260246.0,15.9,2050.1,0.359,0.415,5.5,713.0,6.4,823.6,131,49,234,365,44.0,5686.0,16.7,2163.7,0.033,0.073,0.5,63.2,1.1,138.7,3,49,87,90
34573425,Ol Losowan- Bahari Cottage with Pool Karen Nairobi,Entire cabin,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-34573425/original/92b7f8b2-c727-4c1e-b216-7d6d6078d82a.jpeg,56,5798772,Julie,"","",false,-1.3796,36.7562,2,1,1,1.0,false,"High chair,Children’s books and toys,Wifi,Babysitter recommendations,Pool,Kitchen,Free parking on premises,Smoking allowed,Hot water,Bed linens,Extra pillows and blankets,Free street parking,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Washer,Dryer,Single level home,Smoke alarm,BBQ grill,Carbon monoxide alarm,Backyard,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Cleaning before checkout,Hangers,Hair dryer,Iron,Dedicated workspace,Baby bath",true,,1,Moderate,KES,0,80,47,4.94,4.9,4.9,5.0,5.0,4.8,4.8,15602.0,2015604.0,131.2,16953.3,0.326,0.0,42.7,5522.2,0.0,0.0,119,0,246,365,4372.0,564876.0,121.2,15653.7,0.4,0.0,48.6,6276.4,0.0,0.0,36,0,54,90
34646333,Fabulous 5 BR Afro Chic Duplex Near Yaya Mall,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/0facb4b2-e83e-4dcd-a121-548546239d85.jpg,39,27026508,Sophie,"","",false,-1.2923,36.7785,10,5,6,4.0,false,"TV,Cable TV,Wifi,Kitchen,Free parking on premises,Hot water kettle,Hot water,Bed linens,Extra pillows and blankets,Pocket wifi,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Washer,Patio or balcony,Backyard,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Private entrance,Changing table",true,false,1,Moderate,KES,25,0,101,4.71,4.8,4.9,4.7,4.8,4.9,4.8,11556.0,1494103.0,68.3,8820.3,0.452,0.495,31.7,4093.4,34.7,4486.8,165,32,200,365,2006.0,259181.0,74.0,9562.5,0.3,0.466,22.3,2879.8,34.6,4468.6,27,32,63,90
34696342,"Norah-Keushi Unique and Cozy, Home  away from home",Private room in villa,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-34696342/original/531c2508-a7db-41ff-99f6-76f20ed9a4aa.jpeg,48,261716152,Morris,"","",false,-1.2335,36.8039,,8,10,0.0,false,"TV,Wifi,Pool,Kitchen,Free parking on premises,Hot water kettle,Books and reading material,Portable fans,Pets allowed,Breakfast,Mini fridge,Laundromat nearby,Outdoor furniture,Hot tub,Cleaning products,Indoor fireplace,Drying rack for clothing,Heating,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Outdoor kitchen,Private entrance,Sound system,Rice maker,Outlet covers,Bathtub,High chair,Children’s books and toys,Blender,Window guards,Room-darkening shades,Bikes,Hot water,Body soap,Mosquito net,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Fire pit,Piano,Dishes and silverware,Cooking basics,Oven,Stove,EV charger,BBQ grill,Exercise equipment,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Dining table,Baking sheet,Barbecue utensils,Bread maker,Toaster",false,,1,Moderate,KES,0,55,21,4.86,4.8,4.9,4.9,4.9,4.8,4.8,1040.0,134429.0,68.2,8805.8,0.041,0.0,2.8,368.3,0.0,0.0,15,0,350,365,345.0,44575.0,69.4,8968.1,0.056,0.0,3.8,495.3,0.0,0.0,5,0,85,90
34826445,"Homely stay, 15mins to JKIA, 10mins to Nrbi City",Entire rental unit,entire_home,https://a0.muscache.com/im/ml/photo_enhancement/pictures/231184ea-9674-4c50-9d30-4c61bdfd47eb.jpg,25,254592960,Onesmus,"","",true,-1.3161,36.8426,2,1,1,1.0,false,"High chair,TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Hot water,Elevator,Free street parking,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Dryer,Exercise equipment,Patio or balcony,First aid kit,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace",,,1,Flexible,KES,5,,31,4.81,4.7,4.9,4.5,4.9,4.7,4.8,1479.0,191053.0,18.9,2442.3,0.216,0.534,4.1,523.4,10.0,1290.9,79,217,286,365,0.0,0.0,19.0,2452.1,0.0,0.0,0.0,0.0,0.0,0.0,0,90,90,90
35055282,K Heights cosy & private Apartments,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/22e71271-cb3f-47d4-843c-227d3c271537.jpg,30,264044821,Elizabeth Diana Adhiambo,"","",false,-1.2723,36.9056,6,3,3,1.5,false,"TV,Wifi,Air conditioning,Babysitter recommendations,Kitchen,Free parking on premises,Smoking allowed,Hot water,Elevator,Bed linens,Extra pillows and blankets,Free street parking,Ethernet connection,Laundromat nearby,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Single level home,Smoke alarm,BBQ grill,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Cleaning before checkout,Hangers,Hair dryer,Iron,Baking sheet,Barbecue utensils,Bread maker,Private entrance",false,false,2,Flexible,KES,0,10,25,4.76,4.8,4.8,4.8,4.7,4.6,4.7,2122.0,274366.0,30.8,3982.6,0.189,0.0,5.8,751.7,0.0,0.0,69,0,296,365,0.0,0.0,31.1,4024.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
